Age,Gender,Nationality,Annual Income,Education,Employment,Flight Frequency (Annual),Primary Travel Reason,Loyalty Programs,Preferred Flight Class,Booking Method,Food Importance (1-5),Prefers Personalized Entertainment,Willing to Pay for Sustainability,Carbon Footprint Importance (1-5),Used Chauffeur Service,Willing to Upgrade to Premium Economy,Chauffeur Service Influences Booking,Extra Willingness to Pay for Meals (USD),Willingness to Pay More (%),Personalized App Improves Experience,Interest in Personalized Entertainment,Top Frustrations,Airline Selection Values,Useful In-App Features,Faced App Challenges,Type of Challenge,Beta Test Interest,Likelihood to Use Personalized App (1-5),Interest in Personalized Flying Experience
46,Female,India,65486,Bachelor’s,Employed,0–1,Family,"Emirates Skywards, Other",Economy,Airline App,3,Yes,No,5,Yes,No,Yes,0.31,0–10%,Yes,No,Sustainability,,"Seat Upgrade Suggestions, AI-based Entertainment",No,,Yes,2,High
31,Male,India,109491,Bachelor’s,Employed,2–4,Leisure,,Economy,Agent,2,Yes,Yes,2,No,No,No,43.29,0–10%,Yes,Maybe,"Delays, Inflight Entertainment",Price,Seat Upgrade Suggestions,Yes,User Interface,No,5,Very High
31,Male,Other,117861,Bachelor’s,Employed,2–4,Leisure,"Emirates Skywards, Qatar Privilege Club",Economy,Agent,1,Yes,Maybe,4,No,No,Maybe,11.43,11–20%,Yes,Yes,"Check-in Process, Cost, Customer Service",Loyalty Program,"Sustainability Score, AI-based Entertainment",No,,Yes,3,Moderate
35,Female,UK,109204,Master’s,Employed,0–1,Leisure,"Qatar Privilege Club, Etihad Guest",Business,Travel Aggregator,2,Yes,Yes,5,Yes,Maybe,No,8.45,21–30%,Yes,No,"Inflight Entertainment, Customer Service","Environmental Responsibility, Technology",Airport Map & Navigation,No,,Yes,3,High
18,Female,UK,54445,Master’s,Unemployed,2–4,Leisure,"Emirates Skywards, Etihad Guest, Other",Premium Economy,Airline App,2,Yes,No,2,No,Yes,Maybe,28.73,11–20%,No,Maybe,"Inflight Entertainment, Cleanliness",Environmental Responsibility,"Seat Upgrade Suggestions, AI-based Entertainment",No,,Yes,3,Low
39,Male,Pakistan,158439,Bachelor’s,Employed,5–7,Leisure,Other,Economy,Airline App,3,Yes,Yes,3,Yes,No,No,9.43,21–30%,Yes,Yes,"Food Quality, Check-in Process, Customer Service","Environmental Responsibility, Loyalty Program",Sustainability Score,Yes,Bugs,Yes,4,Very High
52,Male,UAE,96445,Doctorate,Employed,5–7,Leisure,,Premium Economy,Travel Aggregator,3,Yes,Yes,3,No,Yes,No,14.39,21–30%,Yes,Maybe,"Check-in Process, Inflight Entertainment, Customer Service, Sustainability","Price, Comfort",Sustainability Score,No,,Yes,3,Very High
41,Female,UK,141569,Bachelor’s,Employed,5–7,Family,,Economy,Airline App,5,No,Maybe,2,No,Yes,Yes,30.31,0–10%,Yes,Yes,"Delays, Customer Service","Price, Environmental Responsibility","Seat Upgrade Suggestions, Airport Map & Navigation",Yes,Bugs,Maybe,1,Moderate
34,Female,UK,69935,Bachelor’s,Unemployed,0–1,Emergency,Emirates Skywards,Premium Economy,Agent,3,No,Maybe,5,No,Maybe,Yes,0.0,0–10%,Yes,No,"Food Quality, Cost, Customer Service, Sustainability","Service Quality, Environmental Responsibility, Loyalty Program",Sustainability Score,Yes,User Interface,Maybe,1,High
25,Male,USA,78482,Bachelor’s,Employed,8+,Business,Other,Economy,Travel Aggregator,2,No,No,5,No,Maybe,Maybe,49.64,11–20%,Yes,Yes,Delays,"Service Quality, Technology, Loyalty Program",Seat Upgrade Suggestions,Yes,Lack of Features,Yes,1,Moderate
50,Male,Other,92476,Bachelor’s,Employed,5–7,Business,,Premium Economy,Travel Aggregator,1,Indifferent,Maybe,4,No,No,Maybe,25.65,11–20%,Yes,Yes,"Food Quality, Check-in Process, Inflight Entertainment, Customer Service","Environmental Responsibility, Technology",Airport Map & Navigation,Yes,Slow Performance,Yes,2,Moderate
45,Male,Pakistan,125085,Bachelor’s,Retired,8+,Leisure,"Emirates Skywards, Etihad Guest",First Class,Travel Aggregator,3,Yes,Maybe,4,No,Yes,Yes,5.61,0–10%,Yes,Yes,"Delays, Sustainability, Cleanliness","Technology, Loyalty Program","Seat Upgrade Suggestions, AI-based Entertainment",No,,Maybe,5,High
26,Male,India,107527,Bachelor’s,Employed,0–1,Leisure,,Economy,Airline App,5,Yes,No,3,No,Maybe,Yes,9.74,11–20%,Yes,Maybe,"Check-in Process, Inflight Entertainment","Price, Environmental Responsibility, Technology","Seat Upgrade Suggestions, Sustainability Score, AI-based Entertainment, Real-time Luggage Tracker",No,,No,2,High
41,Male,Philippines,91892,Bachelor’s,Employed,8+,Business,Other,Economy,Agent,5,No,Maybe,4,No,Maybe,No,39.87,11–20%,Yes,Maybe,"Delays, Check-in Process, Cleanliness","Service Quality, Loyalty Program","AI-based Entertainment, Airport Map & Navigation",Yes,User Interface,Maybe,2,Moderate
47,Male,UAE,56493,High School,Employed,5–7,Emergency,Etihad Guest,Economy,Travel Aggregator,2,Yes,Yes,2,No,Yes,Yes,34.02,>30%,Yes,Yes,"Inflight Entertainment, Cost, Cleanliness",Service Quality,"Sustainability Score, Real-time Luggage Tracker",No,,No,4,Moderate
62,Female,UAE,58152,Master’s,Employed,5–7,Business,,Economy,Other,3,Yes,No,3,No,No,Yes,45.8,0–10%,Yes,Maybe,"Food Quality, Check-in Process, Inflight Entertainment, Cost, Cleanliness","Price, Service Quality, Environmental Responsibility","Seat Upgrade Suggestions, Sustainability Score",No,,Maybe,2,High
44,Male,India,108155,Bachelor’s,Employed,0–1,Other,Qatar Privilege Club,Economy,Travel Aggregator,3,Yes,Maybe,5,No,Yes,Maybe,14.76,0–10%,No,No,Cleanliness,"Price, Service Quality",,No,,Yes,4,Very High
42,Female,India,91783,High School,Self-employed,5–7,Family,"Qatar Privilege Club, Etihad Guest, Other",Business,Travel Aggregator,5,Yes,Yes,3,Yes,Yes,Yes,29.45,11–20%,Yes,Maybe,,"Comfort, Technology",Seat Upgrade Suggestions,Yes,Slow Performance,Yes,1,Moderate
47,Female,UK,67392,Master’s,Employed,8+,Family,Etihad Guest,First Class,Airline App,3,Indifferent,Maybe,1,Yes,Maybe,No,31.4,11–20%,No,Yes,"Food Quality, Check-in Process, Cost",Technology,"AI-based Entertainment, Real-time Luggage Tracker, Airport Map & Navigation",Yes,Lack of Features,Yes,1,High
13,Male,USA,121741,Doctorate,Employed,2–4,Business,Other,Economy,Travel Aggregator,2,Yes,Yes,3,No,Yes,Maybe,35.43,11–20%,Yes,Yes,,"Environmental Responsibility, Loyalty Program","Sustainability Score, Real-time Luggage Tracker, Airport Map & Navigation",Yes,Lack of Features,No,2,Low
36,Female,Other,146934,Doctorate,Employed,2–4,Business,Qatar Privilege Club,Premium Economy,Travel Aggregator,1,Indifferent,Maybe,4,Yes,Yes,Yes,41.91,>30%,Yes,No,"Food Quality, Check-in Process, Sustainability","Comfort, Loyalty Program","Seat Upgrade Suggestions, Sustainability Score",No,,Maybe,2,High
41,Male,UK,52498,Bachelor’s,Employed,8+,Leisure,,Premium Economy,Travel Aggregator,2,Yes,Yes,2,No,Yes,Yes,14.24,21–30%,Yes,Yes,Cost,Environmental Responsibility,,No,,Maybe,1,Moderate
68,Female,UK,52231,High School,Employed,2–4,Business,Qatar Privilege Club,Premium Economy,Travel Aggregator,3,Yes,Yes,5,No,Yes,Yes,23.29,11–20%,No,Yes,"Check-in Process, Inflight Entertainment, Sustainability",Service Quality,"Seat Upgrade Suggestions, AI-based Entertainment",No,,Maybe,3,Moderate
33,Male,UAE,73109,Bachelor’s,Unemployed,2–4,Leisure,,Economy,Airline App,2,Yes,Yes,5,No,Yes,Yes,15.85,0–10%,Yes,Yes,"Food Quality, Check-in Process, Customer Service, Sustainability","Comfort, Technology, Loyalty Program",AI-based Entertainment,Yes,Slow Performance,Yes,1,Moderate
41,Female,UAE,73088,High School,Employed,2–4,Leisure,Etihad Guest,Economy,Other,4,Yes,Maybe,4,No,Yes,No,24.21,11–20%,Yes,Yes,"Delays, Sustainability",,"Seat Upgrade Suggestions, Real-time Luggage Tracker, Airport Map & Navigation",No,,Maybe,3,High
51,Female,USA,86471,Doctorate,Self-employed,8+,Business,,Economy,Other,4,No,Yes,4,No,Yes,Yes,35.48,11–20%,Yes,Yes,Cost,"Comfort, Service Quality",AI-based Entertainment,No,,Yes,1,Moderate
21,Male,UK,115089,High School,Employed,0–1,Business,Etihad Guest,Economy,Airline App,3,Yes,No,4,No,Yes,Yes,0.19,21–30%,Yes,Maybe,"Check-in Process, Inflight Entertainment, Cost","Comfort, Environmental Responsibility","AI-based Entertainment, Airport Map & Navigation",No,,Maybe,5,Moderate
50,Male,Philippines,101380,Bachelor’s,Employed,2–4,Family,Qatar Privilege Club,Business,Agent,3,Yes,No,1,Yes,Yes,Yes,41.64,>30%,Yes,Yes,Cleanliness,Price,,Yes,Lack of Features,Yes,4,Low
51,Female,UAE,62345,Bachelor’s,Employed,2–4,Business,"Qatar Privilege Club, Etihad Guest",Business,Airline App,1,Yes,Yes,2,No,Yes,Yes,7.91,11–20%,Yes,Yes,,,"Seat Upgrade Suggestions, AI-based Entertainment",No,,Yes,4,Moderate
52,Female,UAE,35173,Bachelor’s,Employed,5–7,Business,"Emirates Skywards, Etihad Guest",Economy,Travel Aggregator,2,Yes,Maybe,1,Yes,No,Yes,20.39,11–20%,Yes,Yes,"Inflight Entertainment, Customer Service, Cleanliness","Comfort, Service Quality, Environmental Responsibility, Technology, Loyalty Program","AI-based Entertainment, Real-time Luggage Tracker",No,,Maybe,5,High
32,Male,UK,38301,Master’s,Employed,2–4,Leisure,"Emirates Skywards, Qatar Privilege Club, Other",Economy,Airline App,1,Yes,Yes,4,No,No,No,43.66,0–10%,Yes,No,Sustainability,Comfort,"Sustainability Score, AI-based Entertainment, Real-time Luggage Tracker",No,,Maybe,3,High
56,Female,India,80719,Bachelor’s,Employed,8+,Other,,First Class,Other,3,Indifferent,No,2,No,Yes,Yes,29.92,0–10%,Yes,No,"Delays, Check-in Process","Price, Loyalty Program",Airport Map & Navigation,No,,Maybe,2,Very High
26,Male,UAE,6731,High School,Student,8+,Leisure,"Emirates Skywards, Qatar Privilege Club",Premium Economy,Airline App,3,Yes,No,4,No,No,Yes,30.09,0–10%,Yes,No,Customer Service,"Price, Technology",AI-based Entertainment,No,,Yes,2,Moderate
53,Female,Pakistan,92817,Bachelor’s,Employed,0–1,Business,Other,Business,Travel Aggregator,5,Indifferent,Yes,2,No,Maybe,Yes,7.29,0–10%,Yes,Yes,"Check-in Process, Inflight Entertainment, Cost","Price, Environmental Responsibility, Technology",,Yes,Bugs,Maybe,4,Very High
69,Male,UAE,56392,Bachelor’s,Employed,2–4,Leisure,,Economy,Travel Aggregator,1,Yes,Yes,5,Yes,Maybe,Maybe,9.34,11–20%,Yes,Yes,Cleanliness,"Price, Environmental Responsibility, Technology","Sustainability Score, Real-time Luggage Tracker",Yes,Lack of Features,No,2,Moderate
25,Female,USA,228943,High School,Employed,0–1,Other,Qatar Privilege Club,Premium Economy,Airline App,3,Yes,Maybe,1,No,Yes,Yes,39.12,0–10%,Yes,No,"Delays, Inflight Entertainment","Service Quality, Environmental Responsibility",Sustainability Score,No,,No,3,Low
33,Male,India,164765,Bachelor’s,Employed,2–4,Family,"Qatar Privilege Club, Etihad Guest",Premium Economy,Travel Aggregator,4,Yes,Maybe,4,Yes,Maybe,No,16.16,11–20%,Yes,Maybe,"Food Quality, Check-in Process, Inflight Entertainment","Price, Comfort, Technology","Real-time Luggage Tracker, Airport Map & Navigation",No,,No,2,Very High
36,Male,UAE,76241,Bachelor’s,Employed,2–4,Leisure,,Business,Airline App,5,Yes,Yes,4,No,Yes,Yes,17.58,11–20%,Yes,No,Check-in Process,"Price, Technology, Loyalty Program","Seat Upgrade Suggestions, Sustainability Score, AI-based Entertainment",No,,Maybe,1,High
31,Male,India,60163,Master’s,Employed,8+,Leisure,Other,Economy,Travel Aggregator,2,Indifferent,Yes,3,No,Yes,No,39.46,11–20%,Yes,Yes,"Food Quality, Cost, Customer Service","Price, Service Quality, Environmental Responsibility, Technology",,No,,No,5,Moderate
18,Male,Philippines,120082,Doctorate,Employed,5–7,Leisure,"Emirates Skywards, Other",Economy,Other,5,No,Maybe,5,No,Yes,Yes,9.25,11–20%,Yes,Yes,,"Comfort, Environmental Responsibility, Loyalty Program",AI-based Entertainment,Yes,User Interface,Yes,4,Very High
38,Female,India,126635,Doctorate,Self-employed,0–1,Business,"Emirates Skywards, Etihad Guest",Economy,Agent,2,Indifferent,Yes,4,No,Yes,Maybe,29.04,0–10%,Yes,Yes,"Delays, Cost, Customer Service, Sustainability","Price, Loyalty Program",,No,,No,2,High
33,Male,Pakistan,11645,Doctorate,Retired,0–1,Leisure,"Qatar Privilege Club, Other",Business,Agent,4,Indifferent,No,1,No,No,No,25.64,>30%,Yes,No,"Inflight Entertainment, Cost, Customer Service",Price,Real-time Luggage Tracker,Yes,Lack of Features,Maybe,3,Very High
43,Female,UAE,15515,Bachelor’s,Employed,2–4,Family,"Qatar Privilege Club, Etihad Guest, Other",First Class,Airline App,2,Yes,No,5,Yes,No,Maybe,24.96,0–10%,Yes,Yes,"Check-in Process, Inflight Entertainment, Sustainability, Cleanliness","Environmental Responsibility, Technology, Loyalty Program",Seat Upgrade Suggestions,No,,Yes,2,Moderate
25,Male,Pakistan,43766,High School,Employed,2–4,Other,"Emirates Skywards, Qatar Privilege Club",First Class,Airline App,1,No,Yes,4,No,Maybe,Yes,17.22,>30%,Yes,Yes,"Check-in Process, Cost, Sustainability, Cleanliness",Loyalty Program,,No,,Yes,5,Very High
60,Male,India,172594,Bachelor’s,Retired,2–4,Business,,First Class,Travel Aggregator,2,No,No,1,No,Yes,No,16.3,0–10%,Yes,Yes,"Food Quality, Cleanliness","Environmental Responsibility, Technology",,No,,No,1,High
34,Male,USA,81224,Master’s,Employed,5–7,Business,,Economy,Airline App,2,No,Maybe,3,No,Yes,No,8.82,11–20%,No,Yes,"Check-in Process, Customer Service",Technology,"AI-based Entertainment, Real-time Luggage Tracker",No,,Yes,4,High
39,Male,USA,106747,Other,Employed,8+,Leisure,,Economy,Agent,5,Yes,No,3,No,Yes,Yes,32.24,0–10%,Yes,Yes,"Delays, Food Quality, Cost, Cleanliness","Comfort, Service Quality",,No,,Yes,4,Moderate
49,Male,Other,71789,Master’s,Employed,2–4,Family,,Economy,Airline App,4,Yes,Maybe,1,No,Yes,Yes,14.98,0–10%,Yes,Yes,Customer Service,"Price, Technology",Airport Map & Navigation,No,,Maybe,3,Moderate
25,Male,India,0,High School,Employed,5–7,Family,"Emirates Skywards, Qatar Privilege Club",Economy,Agent,2,Yes,No,5,No,Maybe,No,39.53,11–20%,Yes,No,Inflight Entertainment,"Price, Service Quality, Environmental Responsibility",Seat Upgrade Suggestions,No,,Yes,1,High
39,Female,UAE,121409,Doctorate,Employed,2–4,Business,Emirates Skywards,Business,Airline App,1,Yes,No,1,Yes,Maybe,Yes,21.63,21–30%,Yes,Yes,"Check-in Process, Inflight Entertainment, Customer Service, Cleanliness","Price, Comfort, Environmental Responsibility, Technology, Loyalty Program","Seat Upgrade Suggestions, Airport Map & Navigation",Yes,Slow Performance,Yes,2,High
60,Male,UAE,36650,Bachelor’s,Employed,5–7,Business,"Emirates Skywards, Qatar Privilege Club",Business,Agent,5,Yes,Yes,1,No,Maybe,No,9.12,0–10%,No,Yes,"Delays, Food Quality, Customer Service, Cleanliness","Comfort, Loyalty Program",Airport Map & Navigation,No,,No,2,High
16,Female,Philippines,30828,High School,Employed,2–4,Leisure,Other,Economy,Airline App,4,Indifferent,Maybe,3,No,No,Yes,21.43,11–20%,No,Yes,"Inflight Entertainment, Customer Service",Technology,,No,,No,3,High
38,Female,UK,78554,Bachelor’s,Employed,0–1,Leisure,,Premium Economy,Airline App,4,Yes,Yes,3,No,Yes,Yes,18.84,0–10%,Yes,Yes,Cleanliness,"Price, Environmental Responsibility, Technology, Loyalty Program",,No,,Yes,1,High
39,Male,Pakistan,92523,High School,Student,8+,Emergency,,First Class,Travel Aggregator,3,Yes,Yes,3,No,Yes,No,40.14,0–10%,No,No,Check-in Process,"Technology, Loyalty Program",Sustainability Score,No,,Maybe,3,High
44,Male,India,85073,Bachelor’s,Employed,2–4,Leisure,"Qatar Privilege Club, Other",Economy,Airline App,1,Yes,Maybe,4,No,Yes,Yes,19.46,>30%,Yes,Yes,"Check-in Process, Inflight Entertainment, Customer Service",Price,,No,,No,5,High
28,Non-binary,India,69991,Bachelor’s,Employed,5–7,Family,"Emirates Skywards, Etihad Guest, Other",Economy,Travel Aggregator,5,No,Maybe,4,Yes,Yes,Maybe,20.86,21–30%,Yes,No,"Cost, Customer Service","Price, Comfort, Service Quality, Loyalty Program","Seat Upgrade Suggestions, AI-based Entertainment",Yes,Lack of Features,Yes,5,Moderate
29,Female,UAE,56239,Bachelor’s,Employed,2–4,Leisure,Other,Economy,Travel Aggregator,5,Yes,Maybe,2,No,Maybe,Maybe,46.17,11–20%,No,Yes,Delays,"Service Quality, Loyalty Program","Seat Upgrade Suggestions, Sustainability Score, AI-based Entertainment, Real-time Luggage Tracker",No,,Yes,2,High
52,Female,Other,89833,Bachelor’s,Self-employed,0–1,Family,"Emirates Skywards, Qatar Privilege Club, Other",Economy,Airline App,1,Indifferent,Yes,4,Yes,Yes,No,32.62,0–10%,Yes,Maybe,"Inflight Entertainment, Sustainability, Cleanliness","Comfort, Loyalty Program","Sustainability Score, AI-based Entertainment, Airport Map & Navigation",Yes,Bugs,No,5,High
44,Male,USA,40603,Master’s,Student,0–1,Leisure,Etihad Guest,Premium Economy,Agent,4,Indifferent,Maybe,5,No,Yes,Maybe,49.94,0–10%,No,Yes,"Delays, Food Quality, Inflight Entertainment, Cost, Cleanliness","Comfort, Service Quality, Technology, Loyalty Program","Sustainability Score, Airport Map & Navigation",No,,Yes,3,Very High
45,Female,Other,54125,Master’s,Self-employed,2–4,Family,Etihad Guest,Economy,Travel Aggregator,2,Indifferent,No,5,No,Maybe,Maybe,43.89,>30%,Yes,Yes,"Delays, Cost, Customer Service, Sustainability, Cleanliness","Service Quality, Loyalty Program","Seat Upgrade Suggestions, Airport Map & Navigation",No,,Maybe,4,High
54,Female,India,90512,Bachelor’s,Employed,2–4,Business,Etihad Guest,Economy,Travel Aggregator,1,Yes,Maybe,3,No,Maybe,Yes,11.69,0–10%,Yes,No,Cleanliness,"Environmental Responsibility, Technology",Real-time Luggage Tracker,Yes,Bugs,Yes,5,Very High
31,Female,USA,69698,Master’s,Self-employed,2–4,Leisure,Other,First Class,Travel Aggregator,5,Yes,Maybe,1,No,Yes,Maybe,39.85,21–30%,No,Yes,,,"Real-time Luggage Tracker, Airport Map & Navigation",No,,No,3,Moderate
47,Non-binary,USA,77484,Doctorate,Self-employed,2–4,Business,"Emirates Skywards, Etihad Guest",Premium Economy,Travel Aggregator,1,Indifferent,Maybe,3,Yes,No,Yes,47.88,0–10%,Yes,Yes,Delays,"Comfort, Environmental Responsibility, Technology","Seat Upgrade Suggestions, Sustainability Score, AI-based Entertainment, Real-time Luggage Tracker, Airport Map & Navigation",No,,Maybe,4,Moderate
50,Male,India,78275,High School,Employed,2–4,Leisure,Emirates Skywards,Economy,Airline App,4,Indifferent,Maybe,1,No,Yes,Yes,47.99,>30%,Yes,No,"Delays, Check-in Process, Cost",Comfort,"Seat Upgrade Suggestions, AI-based Entertainment, Real-time Luggage Tracker",No,,Maybe,4,High
33,Male,Philippines,63107,Bachelor’s,Employed,5–7,Leisure,Other,First Class,Airline App,3,Indifferent,Yes,3,Yes,No,Yes,39.82,0–10%,Yes,Yes,"Check-in Process, Cost","Comfort, Service Quality","Seat Upgrade Suggestions, Sustainability Score, AI-based Entertainment",No,,Yes,5,High
62,Female,Other,0,Bachelor’s,Employed,2–4,Business,Etihad Guest,Economy,Travel Aggregator,3,Yes,Maybe,3,Yes,Yes,No,39.51,0–10%,Yes,Yes,"Cost, Sustainability, Cleanliness","Comfort, Environmental Responsibility, Loyalty Program",Seat Upgrade Suggestions,No,,No,1,High
56,Female,Philippines,97938,High School,Self-employed,8+,Other,"Emirates Skywards, Etihad Guest",Economy,Travel Aggregator,2,Yes,Yes,5,No,Yes,Yes,20.46,11–20%,No,Yes,"Food Quality, Check-in Process, Customer Service, Sustainability, Cleanliness","Comfort, Technology",Sustainability Score,No,,Yes,5,High
27,Male,Pakistan,128913,Master’s,Employed,2–4,Business,Emirates Skywards,Business,Airline App,2,Yes,Maybe,1,Yes,No,Yes,12.44,>30%,Yes,Maybe,Inflight Entertainment,"Service Quality, Technology, Loyalty Program","Sustainability Score, AI-based Entertainment",No,,Maybe,5,High
45,Male,India,18710,Master’s,Employed,2–4,Family,Etihad Guest,Economy,Travel Aggregator,4,Indifferent,Maybe,2,No,Yes,No,19.72,>30%,Yes,Maybe,"Food Quality, Inflight Entertainment, Cost","Comfort, Technology, Loyalty Program",AI-based Entertainment,No,,No,1,Moderate
41,Male,India,75540,High School,Unemployed,0–1,Other,"Emirates Skywards, Qatar Privilege Club, Other",Business,Travel Aggregator,2,No,Yes,2,No,Maybe,Yes,0.03,21–30%,Yes,Yes,"Delays, Check-in Process, Cost, Sustainability, Cleanliness",Loyalty Program,"Real-time Luggage Tracker, Airport Map & Navigation",No,,Yes,5,Moderate
60,Male,Other,77561,Master’s,Student,2–4,Business,,Economy,Airline App,3,Yes,No,3,No,Maybe,No,45.14,21–30%,No,Yes,Customer Service,"Comfort, Environmental Responsibility, Loyalty Program","Seat Upgrade Suggestions, Real-time Luggage Tracker",No,,Maybe,3,Very High
58,Female,UAE,104662,Master’s,Unemployed,0–1,Leisure,Other,Economy,Airline App,4,Yes,Maybe,3,No,Yes,No,20.75,11–20%,Yes,Yes,"Delays, Food Quality, Check-in Process, Cost, Customer Service",Loyalty Program,"Seat Upgrade Suggestions, Sustainability Score",No,,Yes,1,High
36,Female,Pakistan,58759,Doctorate,Unemployed,2–4,Business,,Premium Economy,Travel Aggregator,4,Yes,Yes,5,No,Maybe,Yes,44.37,21–30%,Yes,Yes,"Check-in Process, Cost",Service Quality,,Yes,User Interface,Yes,3,Very High
